N,Город,Зарплата_в_месяц,Изменение_зарплаты_за_12_месяцев,Должность,exp,current_job_exp,Язык_программирования,Специализация,Возраст,Пол,Образование,Университет,Еще_студент,Уровень_английского,Размер_компании,Тип_компании,Предметная_область
8965,Odessa,1000,100,Project manager,3.0,1.0,,,27,female,Высшее,ОНПУ,False,выше среднего,до 50 человек,Аутсорсинговая,E-commerce
8966,Kyiv,1000,700,Junior Software Engineer,1.0,1.0,Java,,30,male,Высшее,ВНТУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,E-commerce
8968,Kyiv,1000,500,Junior Software Engineer,2.0,0.5,PHP,,24,male,Высшее,Other вуз,False,ниже среднего,до 50 человек,Продуктовая,E-commerce
8969,Полтава,1000,1100,Software Engineer,1.0,1.0,C++,,25,female,Высшее,КНУ им. Шевченко,False,продвинутый,до 50 человек,Стартап,"GameDev, Hardware, Mobile"
8970,Kyiv,1000,0,Software Engineer,9.0,9.0,SQL,,40,male,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Інша
8971,Other,1000,200,HTML Coder,7.0,7.0,,,32,female,Высшее,Other вуз,False,ниже среднего,до 10 человек,Продуктовая,Інша
8972,Kyiv,1000,600,Junior Software Engineer,2.0,0.0,C#/.NET,,31,male,Высшее,НАУ,False,средний,свыше 1000 человек,Аутстаффинговая,Інша
8973,Vinnytsia,1000,0,Junior Software Engineer,4.0,2.0,JavaScript,,30,female,Высшее,ВНТУ,False,средний,до 200 человек,Аутсорсинговая,Інша
8974,Kyiv,1000,500,Junior Software Engineer,1.0,0.0,C#/.NET,,23,male,Незаконченное высшее,Other вуз,False,выше среднего,до 200 человек,Продуктовая,GameDev
8976,Kyiv,1000,600,Junior Software Engineer,2.0,0.25,JavaScript,,24,male,Техникум / Колледж,,False,ниже среднего,до 50 человек,Аутсорсинговая,"Blockchain, Fintech, Mobile"
8977,Kyiv,1000,250,Marketing,4.0,1.0,,,28,female,Высшее,КНЭУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Інша
8981,Kyiv,1000,500,Project manager,2.0,1.0,,,24,female,Высшее,НАУ,False,выше среднего,до 10 человек,Аутсорсинговая,"E-commerce, Mobile, Інша"
8983,Kharkiv,1000,500,Customer Success,3.0,2.0,,,31,female,Высшее,ХНУ им. Каразина,False,продвинутый,до 200 человек,Аутсорсинговая,"E-commerce, Edtech, Mobile"
8984,Kyiv,1000,400,Software Engineer,1.0,0.0,Swift,,25,male,Два высших,Other вуз,False,средний,до 10 человек,Аутсорсинговая,Інша
8990,Kharkiv,1000,200,DevOps,1.0,1.0,,,23,male,Высшее,НТУ «ХПИ»,False,средний,свыше 1000 человек,Аутсорсинговая,"Cloud Computing, E-commerce"
8991,Kharkiv,1000,200,HR,5.0,0.5,,,31,female,Высшее,ХАИ,False,средний,свыше 1000 человек,Продуктовая,E-commerce
8992,Kyiv,1000,400,QA Engineer,2.0,1.0,,General QA,24,male,Высшее,НТУУ «КПИ»,False,ниже среднего,до 50 человек,Аутсорсинговая,Інша
8993,Kyiv,1000,200,Project manager,1.0,0.5,,,23,female,Высшее,Other вуз,False,выше среднего,до 200 человек,Аутсорсинговая,E-commerce
8994,Kyiv,1000,200,QA Engineer,4.0,2.0,,Automation QA,32,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Fintech
8995,Kharkiv,1000,600,Junior QA engineer,1.0,1.0,,Manual QA,23,female,Техникум / Колледж,Other вуз,False,элементарный,до 200 человек,Аутсорсинговая,Інша
8996,Kyiv,1000,400,QA Engineer,2.0,0.25,,Automation QA,28,male,Незаконченное высшее,НТУУ «КПИ»,False,средний,до 50 человек,Аутсорсинговая,"E-commerce, Mobile"
8998,Черкассы,1000,510,Software Engineer,3.0,0.0,C#/.NET,,24,female,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,GameDev
9000,Kyiv,1000,200,Designer,4.0,1.0,,,25,male,Высшее,НАУ,False,ниже среднего,до 10 человек,Другая,E-commerce
9001,Dnipro,1000,300,Software Engineer,2.0,0.0,JavaScript,,22,female,Высшее,ДНУ им. Гончара,False,средний,до 1000 человек,Аутсорсинговая,Robotics
9002,Kyiv,1000,300,Junior Software Engineer,2.0,2.0,Objective-C,,22,male,Незаконченное высшее,НТУУ «КПИ»,False,средний,свыше 1000 человек,Аутсорсинговая,"Mobile, Security"
9003,Kyiv,1000,500,Junior Software Engineer,2.0,1.0,JavaScript,,23,male,Высшее,НТУУ «КПИ»,False,средний,до 1000 человек,Продуктовая,Інша
9004,Kyiv,1000,400,Junior Software Engineer,1.0,1.0,C#/.NET,,21,female,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Продуктовая,Інша
9005,Kyiv,1000,1000,HR,3.0,0.5,,,23,female,Высшее,КНЭУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Automotive, Fintech, Robotics"
9006,Запорожье,1000,0,Designer,4.0,3.0,,,23,female,Высшее,ЗНТУ,False,продвинутый,до 50 человек,Продуктовая,Mobile
9007,Kyiv,1000,400,Junior Software Engineer,2.0,0.5,TypeScript,,22,male,Высшее,НАУ,False,средний,до 50 человек,Стартап,Інша
9010,Dnipro,1000,0,Software Engineer,4.0,4.0,JavaScript,,25,female,Высшее,ДНУ им. Гончара,False,средний,до 50 человек,Аутсорсинговая,Logistics
9011,Kyiv,1000,50,Data Engineer,3.0,3.0,,,37,male,Среднее,,False,выше среднего,до 1000 человек,Продуктовая,"ERP, Fintech, High Load Systems"
9012,Kyiv,1000,200,Team/Technical Lead,3.0,3.0,Other,,30,male,Два высших,НТУУ «КПИ»,False,выше среднего,до 200 человек,Стартап,Mobile
9015,Kyiv,1000,500,Software Engineer,2.0,1.0,PHP,,20,male,Высшее,НАУ,False,выше среднего,до 50 человек,Аутсорсинговая,E-commerce
9016,Kyiv,1000,300,Software Engineer,3.0,2.0,JavaScript,,23,male,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Аутстаффинговая,Інша
9018,Kyiv,1000,200,QA Engineer,1.0,2.0,,General QA,29,male,Техникум / Колледж,,False,средний,до 1000 человек,Продуктовая,Adtech
9020,Kyiv,1000,1000,Sales manager,4.0,2.0,,,25,female,Высшее,КНУ им. Шевченко,False,продвинутый,до 50 человек,Аутсорсинговая,Telecom
9021,Херсон,1000,500,QA Engineer,5.0,0.5,,Manual QA,27,female,Высшее,Other вуз,False,ниже среднего,свыше 1000 человек,Другая,Інша
9022,Kyiv,1000,-1300,Business analyst,4.0,1.0,,,28,female,Высшее,ДНУ им. Гончара,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Edtech
9024,Kyiv,1000,300,Designer,3.0,1.0,,,23,female,Высшее,НАУ,False,средний,свыше 1000 человек,Продуктовая,Media
9025,Kyiv,1000,400,Junior QA engineer,1.0,1.0,,Manual QA,27,female,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,"Media, Robotics, Інша"
9026,Kyiv,1000,0,Project manager,1.0,5.0,,,27,female,Высшее,КНЭУ,False,выше среднего,до 200 человек,Аутстаффинговая,Internet of Things
9028,Mykolaiv,1000,0,Software Engineer,10.0,10.0,C++,,65,male,Высшее,Other вуз,False,элементарный,до 50 человек,Другая,Manufacturing
9029,Kyiv,1000,100,Business analyst,1.0,1.0,,,25,female,Высшее,КНЭУ,False,продвинутый,до 1000 человек,Аутсорсинговая,"Fintech, Insurance"
9031,Kyiv,1000,150,HR,3.0,0.5,,,22,female,Высшее,Other вуз,False,средний,до 1000 человек,Продуктовая,GameDev
9032,Kyiv,1000,200,QA Engineer,1.0,0.0,,General QA,22,male,Среднее,,False,выше среднего,до 200 человек,Продуктовая,GameDev
9033,Kharkiv,1000,200,Marketing,6.0,0.0,,,25,female,Высшее,ХНЭУ,False,выше среднего,до 50 человек,Аутстаффинговая,E-commerce
9034,Kyiv,1000,0,Junior Software Engineer,2.0,1.0,Java,,22,male,Еще студент,НТУУ «КПИ»,True,средний,до 50 человек,Аутсорсинговая,Internet of Things
9035,Kharkiv,1000,200,DBA,2.0,0.5,,,31,female,Высшее,,False,средний,до 50 человек,Аутсорсинговая,Інша
9036,Kyiv,1000,0,Designer,2.0,0.5,,,26,male,Высшее,КНУ им. Шевченко,False,ниже среднего,до 50 человек,Стартап,Mobile
9038,Kyiv,1000,300,Software Engineer,3.0,3.0,JavaScript,,26,male,Высшее,ДонНУ им. Васыля Стуса,False,ниже среднего,до 10 человек,Аутсорсинговая,"E-commerce, Internet of Things"
9039,Kyiv,1000,400,QA Engineer,1.0,0.25,,Manual QA,27,male,Еще студент,НТУУ «КПИ»,True,средний,до 200 человек,Продуктовая,Media
9040,Kharkiv,1000,-250,Designer,6.0,0.0,,,28,female,Высшее,НТУ «ХПИ»,False,выше среднего,до 50 человек,Аутсорсинговая,"E-commerce, Media, Mobile"
9043,Kyiv,1000,1000,HR,3.0,0.0,,,24,female,Незаконченное высшее,,False,средний,до 1000 человек,Продуктовая,Gambling
9044,Kyiv,1000,0,Software Engineer,5.0,4.0,TypeScript,,31,male,Высшее,НАУ,False,средний,свыше 1000 человек,Продуктовая,Інша
9046,Kyiv,1000,0,Support,1.0,1.0,,,44,female,Два высших,НаУКМА,False,продвинутый,до 50 человек,Продуктовая,Інша
9047,Kyiv,1000,1000,Junior Software Engineer,0.5,0.0,PHP,,22,male,Еще студент,Other вуз,True,выше среднего,до 50 человек,Аутстаффинговая,E-commerce
9048,Kyiv,1000,100,Junior Software Engineer,1.0,0.5,JavaScript,,33,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 10 человек,Аутсорсинговая,Legal
9049,Kyiv,1000,0,Junior Software Engineer,2.0,2.0,Swift,,27,male,Два высших,НАУ,False,выше среднего,до 200 человек,Аутсорсинговая,Mobile
9051,Kyiv,1000,400,Junior Software Engineer,1.0,1.0,Swift,,22,female,Высшее,НТУУ «КПИ»,False,средний,до 10 человек,Стартап,Mobile
9052,Kyiv,1000,500,Software Engineer,3.0,0.5,JavaScript,,25,male,Высшее,Other вуз,False,ниже среднего,свыше 1000 человек,Продуктовая,Інша
9053,Lviv,1000,500,HR,3.0,1.0,,,26,female,Высшее,ЛНУ им. Франко,False,выше среднего,до 50 человек,Аутстаффинговая,"Fintech, Insurance, Logistics"
9054,Kyiv,1000,0,HR,4.0,3.0,,,33,female,Высшее,НАУ,False,выше среднего,до 200 человек,Аутстаффинговая,"GameDev, Insurance, Machine Learning"
9055,Kyiv,1000,-200,Business analyst,2.0,1.0,,,31,male,Высшее,ДонНТУ,False,ниже среднего,до 1000 человек,Продуктовая,Logistics
9057,Kharkiv,1000,600,Project manager,1.0,0.5,,,23,female,Высшее,ХНУ им. Каразина,False,выше среднего,до 50 человек,Аутсорсинговая,"Fintech, Mobile"
9059,Житомир,1000,0,HR,10.0,0.5,,,33,female,Высшее,ЖГТУ,False,средний,до 1000 человек,Аутсорсинговая,Інша
9060,Kyiv,1000,200,Junior Software Engineer,1.0,1.0,JavaScript,,29,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,E-commerce
9061,Kyiv,1000,400,Support,9.0,1.0,,,31,male,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Internet of Things
9063,Kyiv,1000,500,Software Engineer,2.0,1.0,Python,,20,female,Высшее,НТУУ «КПИ»,False,средний,до 50 человек,Аутсорсинговая,"E-commerce, Media, Mobile"
9064,Kyiv,1000,700,Software Engineer,1.0,0.0,JavaScript,,20,male,Среднее,,False,средний,до 50 человек,Аутсорсинговая,Інша
9065,Kyiv,1000,450,Junior Software Engineer,1.0,1.0,JavaScript,,25,male,Высшее,НТУУ «КПИ»,False,средний,до 10 человек,Стартап,Agriculture
9066,Kyiv,1000,-200,Software Engineer,3.0,0.0,Python,,26,male,Высшее,НАУ,False,выше среднего,до 200 человек,Продуктовая,"E-commerce, Fintech"
9067,Kyiv,1000,450,HR,1.0,0.5,,,22,female,Высшее,НАУ,False,средний,до 200 человек,Аутсорсинговая,"E-commerce, Fintech, Gambling"
9068,Lviv,1000,600,DevOps,1.0,1.0,,,22,male,Среднее,,False,средний,до 10 человек,Аутсорсинговая,"Cloud Computing, Internet of Things, Security"
9069,Vinnytsia,1000,700,HR,2.0,2.0,,,24,female,Высшее,,False,средний,до 50 человек,Аутстаффинговая,"Machine Learning, Mobile, Security"
9073,Kyiv,1000,200,Junior Software Engineer,1.0,0.5,JavaScript,,30,male,Высшее,ЧНУ им. Федьковича,False,ниже среднего,до 200 человек,Продуктовая,Travel
9074,Kyiv,1000,400,Junior Software Engineer,0.5,0.5,TypeScript,,26,male,Высшее,КНЭУ,False,средний,до 50 человек,Аутсорсинговая,Інша
9075,Kyiv,1000,200,QA Engineer,3.0,2.0,,Automation QA,31,male,Два высших,Other вуз,False,ниже среднего,до 10 человек,Продуктовая,E-commerce
9077,Kyiv,1000,-300,Product Manager,6.0,1.0,,,34,male,Высшее,Other вуз,False,ниже среднего,до 10 человек,Продуктовая,Інша
9078,Запорожье,1000,-100,QA Engineer,9.0,9.0,,Manual QA,31,female,Высшее,ЗНТУ,False,выше среднего,до 1000 человек,Аутсорсинговая,Medtech
9079,Kyiv,1000,1000,SysAdmin,10.0,1.0,,,39,male,Высшее,Other вуз,False,ниже среднего,до 10 человек,Продуктовая,Insurance
9081,Kyiv,1000,300,Software Engineer,2.0,1.0,SQL,,39,female,Высшее,НТУУ «КПИ»,False,средний,до 50 человек,Продуктовая,Mobile
9082,Lviv,1000,0,Junior Software Engineer,2.0,0.0,JavaScript,,22,female,Еще студент,ЧНУ им. Федьковича,True,выше среднего,до 50 человек,Аутсорсинговая,Medtech
9083,Kyiv,1000,-200,Business analyst,1.0,0.0,,,27,female,Высшее,КНЭУ,False,выше среднего,до 1000 человек,Продуктовая,E-commerce
9084,Kyiv,1000,100,Marketing,4.0,0.5,,,24,female,Высшее,ДНУ им. Гончара,False,выше среднего,до 50 человек,Стартап,Інша
9085,Kyiv,1000,500,Junior Software Engineer,1.0,1.0,Python,,21,male,Еще студент,НТУУ «КПИ»,True,средний,свыше 1000 человек,Аутсорсинговая,Data Science
9086,Odessa,1000,0,HR,3.0,3.0,,,25,female,Высшее,ОНУ им. Мечникова,False,выше среднего,до 200 человек,Аутсорсинговая,E-commerce
9087,Kyiv,1000,0,Business analyst,2.0,2.0,,,23,female,Высшее,НаУКМА,False,продвинутый,до 50 человек,Продуктовая,"E-commerce, Media, Інша"
9088,Kyiv,1000,-200,Marketing,1.0,0.0,,,24,male,Высшее,КНЭУ,False,выше среднего,до 200 человек,Аутсорсинговая,Інша
9089,Kyiv,1000,0,Designer,8.0,7.0,,,48,male,Незаконченное высшее,Other вуз,False,ниже среднего,до 10 человек,Аутсорсинговая,GameDev
9090,Kyiv,1000,200,Junior Software Engineer,2.0,1.0,PHP,,25,male,Высшее,НТУУ «КПИ»,False,средний,до 10 человек,Продуктовая,Інша
9091,Житомир,1000,250,HR,4.0,2.0,,,34,female,Высшее,Other вуз,False,выше среднего,до 1000 человек,Продуктовая,Data Science
9093,Kyiv,1000,200,HR,4.0,0.0,,,32,female,Высшее,Other вуз,False,средний,до 200 человек,Продуктовая,Gambling
9094,Dnipro,1000,550,Project manager,1.0,1.0,,,27,female,Высшее,ДНУ им. Гончара,False,продвинутый,до 1000 человек,Аутсорсинговая,"Cloud Computing, Embedded, Security"
9095,Dnipro,1000,200,Software Engineer,2.0,0.5,TypeScript,,36,female,Высшее,НГУ [Dniproопетровск],False,средний,до 200 человек,Аутстаффинговая,Інша
9097,Kharkiv,1000,0,Product Manager,2.0,2.0,,,28,female,Высшее,ДонНУ им. Васыля Стуса,False,продвинутый,свыше 1000 человек,Продуктовая,E-commerce
9098,Kharkiv,1000,0,Sales manager,5.0,0.5,,,32,female,Высшее,ХНЭУ,False,выше среднего,до 50 человек,Аутсорсинговая,"E-commerce, Mobile"
9101,Kyiv,1000,150,SysAdmin,3.0,3.0,,,23,male,Высшее,НАУ,False,выше среднего,до 10 человек,Другая,Telecom
9103,Kharkiv,1000,100,HR,4.0,3.0,,,25,female,Высшее,ХНУ им. Каразина,False,средний,до 1000 человек,Другая,"Agriculture, Big Data, Machine Learning"
9104,Odessa,1000,600,Junior QA engineer,2.0,1.0,,Manual QA,24,female,Высшее,Other вуз,False,выше среднего,до 1000 человек,Аутсорсинговая,Інша
9106,Kyiv,1000,400,Junior Software Engineer,2.0,0.5,JavaScript,,26,male,Незаконченное высшее,НТУУ «КПИ»,False,средний,до 50 человек,Аутсорсинговая,High Load Systems
9110,Odessa,1000,600,Software Engineer,2.0,0.5,JavaScript,,29,female,Высшее,ОНПУ,False,средний,до 200 человек,Аутсорсинговая,Інша
9112,Kharkiv,1000,600,QA Engineer,3.0,2.0,,Manual QA,24,female,Высшее,НТУ «ХПИ»,False,средний,до 200 человек,Аутсорсинговая,"E-commerce, Mobile"
9113,Ivano-Frankivsk,1000,500,QA Engineer,2.0,2.0,,Manual QA,25,female,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Medtech, Mobile"
9116,Kyiv,1000,600,SysAdmin,2.0,0.5,,,20,male,Незаконченное высшее,НТУУ «КПИ»,False,средний,до 200 человек,Продуктовая,Інша
9117,Lviv,1000,100,Project manager,3.0,3.0,,,30,female,Высшее,Other вуз,False,средний,до 1000 человек,Продуктовая,"E-commerce, Travel"
9118,Kyiv,1000,500,QA Engineer,1.0,0.0,,Manual QA,21,male,Среднее,,False,ниже среднего,до 1000 человек,Продуктовая,Medtech
9121,Kyiv,1000,0,Designer,6.0,1.0,,,22,male,Высшее,Other вуз,False,ниже среднего,до 50 человек,Аутсорсинговая,"Blockchain, Internet of Things, Mobile"
9123,Kyiv,1000,300,QA Engineer,2.0,1.0,,Manual QA,24,female,Высшее,Other вуз,False,средний,до 10 человек,Стартап,"Insurance, Mobile"
9124,Kyiv,1000,200,Designer,4.0,2.0,,,24,female,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,Fintech
9125,Odessa,1000,200,Support,8.0,3.0,,,33,female,Незаконченное высшее,,False,ниже среднего,до 10 человек,Другая,Edtech
9126,Kyiv,1000,400,Designer,3.0,0.25,,,31,female,Незаконченное высшее,Other вуз,False,средний,до 50 человек,Стартап,GameDev
9128,Kyiv,1000,815,Software Engineer,1.0,0.5,JavaScript,,20,male,Еще студент,НТУУ «КПИ»,True,выше среднего,до 50 человек,Продуктовая,Telecom
9129,Kharkiv,1000,200,QA Engineer,3.0,1.0,,Manual QA,26,female,Высшее,ХНУ им. Каразина,False,средний,до 50 человек,Аутсорсинговая,"Mobile, Uberfication"
9130,Kyiv,1000,200,QA Engineer,2.0,1.0,,Manual QA,32,female,Высшее,ХНУ им. Каразина,False,средний,до 1000 человек,Продуктовая,Fintech
9131,Kyiv,1000,500,Junior Software Engineer,1.0,1.0,TypeScript,,20,male,Еще студент,НТУУ «КПИ»,True,средний,до 50 человек,Аутсорсинговая,Інша
9132,Kyiv,1000,500,Junior Software Engineer,1.0,1.0,C#/.NET,,19,male,Еще студент,НТУУ «КПИ»,True,средний,до 50 человек,Продуктовая,GameDev
9133,Тернополь,1000,200,HR,3.0,3.0,,,30,female,Высшее,Other вуз,False,продвинутый,до 1000 человек,Продуктовая,Security
9134,Kyiv,1000,0,Software Engineer,2.0,3.0,C#/.NET,,25,female,Высшее,КНУ им. Шевченко,False,выше среднего,до 200 человек,Продуктовая,Machine Learning
9135,Kyiv,1000,250,Junior Software Engineer,3.0,0.5,JavaScript,,32,male,Высшее,НТУУ «КПИ»,False,средний,до 10 человек,Продуктовая,E-commerce
9136,Kyiv,1000,200,Junior Software Engineer,3.0,1.0,JavaScript,,23,male,Высшее,Other вуз,False,ниже среднего,до 200 человек,Продуктовая,Інша
9141,Kharkiv,1000,740,Designer,3.0,2.0,,,26,female,Высшее,,False,ниже среднего,до 50 человек,Аутсорсинговая,Інша
9142,Kyiv,1000,0,QA Engineer,1.0,1.0,,Manual QA,30,female,Высшее,,False,средний,до 10 человек,Стартап,E-commerce
9143,Kyiv,1000,300,QA Engineer,1.0,1.0,,Automation QA,24,male,Два высших,Other вуз,False,выше среднего,до 1000 человек,Продуктовая,Інша
9144,Rivne,1000,200,Software Engineer,3.0,3.0,C#/.NET,,29,female,Высшее,КНУ им. Шевченко,False,выше среднего,до 50 человек,Аутсорсинговая,"Data Science, E-commerce"
9145,Kyiv,1000,100,System Analyst,10.0,10.0,,,46,male,Высшее,ХНУ [г. Хмельницкий],False,ниже среднего,свыше 1000 человек,Аутсорсинговая,Telecom
9147,Lviv,996,150,HR,3.0,2.0,,,26,female,Высшее,ЛНУ им. Франко,False,средний,до 200 человек,Аутсорсинговая,"Internet of Things, Robotics, Інша"
9148,Other,995,300,QA Engineer,5.0,2.0,,Automation QA,27,female,Высшее,НАУ,False,выше среднего,до 200 человек,Продуктовая,Media
9149,Kyiv,995,0,QA Engineer,3.0,3.0,,General QA,29,female,Высшее,Other вуз,False,продвинутый,до 1000 человек,Аутсорсинговая,Інша
9151,Kyiv,980,225,Marketing,4.0,2.0,,,27,female,Два высших,КНУ им. Шевченко,False,продвинутый,до 1000 человек,Продуктовая,Інша
9152,Odessa,980,550,QA Engineer,1.0,1.0,,Manual QA,24,female,Высшее,,False,выше среднего,до 200 человек,Продуктовая,"Mobile, Інша"
9154,Kyiv,975,975,Software Engineer,1.0,1.0,TypeScript,,22,male,Среднее,НаУКМА,False,выше среднего,до 10 человек,Продуктовая,Інша
9156,Kyiv,970,400,HR,3.0,1.0,,,24,female,Высшее,КНЭУ,False,выше среднего,до 50 человек,Продуктовая,Telecom
9157,Kyiv,970,0,HR,3.0,3.0,,,28,female,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Аутсорсинговая,"AR/VR, E-commerce, Mobile"
9158,Сумы,970,180,QA Engineer,4.0,4.0,,Manual QA,26,female,Высшее,СумГУ,False,средний,до 1000 человек,Продуктовая,Telecom
9159,Kyiv,970,400,Product Owner,0.5,2.0,,,30,female,Незаконченное высшее,Other вуз,False,ниже среднего,до 50 человек,Аутсорсинговая,Mobile
9160,Kyiv,970,0,QA Engineer,3.0,0.0,,Manual QA,33,female,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Інша
9161,Kyiv,969,0,Support,5.0,3.0,,,29,female,Высшее,ДонНТУ,False,продвинутый,до 1000 человек,Продуктовая,Інша
9162,Kyiv,965,500,Junior Software Engineer,0.5,0.5,TypeScript,,20,male,Еще студент,НаУКМА,True,выше среднего,до 200 человек,Аутсорсинговая,ERP
9164,Kyiv,961,200,Team/Technical Lead,3.0,3.0,Other,,22,female,Высшее,КНУ им. Шевченко,False,выше среднего,до 200 человек,Продуктовая,Travel
9165,Lviv,960,160,Business analyst,1.0,1.0,,,24,female,Высшее,Lvivская Политехника,False,выше среднего,до 1000 человек,Аутсорсинговая,Fintech
9166,Kyiv,960,0,Junior Software Engineer,0.5,0.5,C++,,21,male,Еще студент,НТУУ «КПИ»,True,средний,до 1000 человек,Продуктовая,Medtech
9167,Uzhorod,960,360,Junior Software Engineer,0.5,0.5,JavaScript,,28,female,Высшее,Other вуз,False,средний,до 10 человек,Стартап,"Data Science, Інша"
9169,Житомир,960,250,Project manager,2.0,2.0,,,37,female,Кандидат,Other вуз,False,продвинутый,до 50 человек,Продуктовая,Edtech
9171,Kyiv,960,-240,QA Engineer,2.0,2.0,,Manual QA,30,female,Высшее,,False,средний,до 200 человек,Аутсорсинговая,Insurance
9172,Kharkiv,960,160,QA Engineer,3.0,1.0,,Manual QA,22,female,Высшее,ХНУРЭ,False,ниже среднего,до 10 человек,Аутсорсинговая,GameDev
9173,Kyiv,960,560,QA Engineer,2.0,1.0,,Manual QA,25,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Аутсорсинговая,Telecom
9175,Dnipro,950,0,HR,3.0,3.0,,,28,female,Высшее,ВНУ им. Даля,False,выше среднего,свыше 1000 человек,Аутстаффинговая,"E-commerce, Embedded, Hardware"
9177,Kharkiv,950,200,Designer,3.0,1.0,,,25,female,Высшее,ХНУРЭ,False,выше среднего,до 50 человек,Аутсорсинговая,"Fintech, Mobile"
9179,Сумы,950,300,QA Engineer,4.0,4.0,,Manual QA,28,female,Два высших,СумГУ,False,средний,до 200 человек,Аутсорсинговая,"Insurance, Media"
9181,Kyiv,950,100,Support,2.0,2.0,,,23,male,Высшее,КНЭУ,False,выше среднего,до 200 человек,Продуктовая,Edtech
9188,Lviv,950,400,Junior Software Engineer,1.0,1.0,C#/.NET,,23,female,Высшее,ДонНУ им. Васыля Стуса,False,средний,свыше 1000 человек,Аутсорсинговая,Medtech
9189,Kyiv,950,500,Software Engineer,2.0,1.0,Java,,30,male,Высшее,КНУТД,False,средний,свыше 1000 человек,Аутсорсинговая,"Fintech, Insurance"
9190,Kyiv,950,950,Junior Software Engineer,0.25,0.25,JavaScript,,21,male,Еще студент,Other вуз,True,выше среднего,до 50 человек,Аутстаффинговая,Інша
9191,Kyiv,950,950,Software Engineer,1.0,1.0,Java,,28,male,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Fintech
9194,Kyiv,950,-450,HR,2.0,1.0,,,27,female,Высшее,КНУ им. Шевченко,False,средний,до 50 человек,Продуктовая,E-commerce
9195,Kharkiv,950,200,QA Engineer,3.0,3.0,,Manual QA,27,female,Высшее,НТУ «ХПИ»,False,ниже среднего,до 1000 человек,Продуктовая,GameDev
9197,Kyiv,950,300,QA Engineer,2.0,2.0,,Manual QA,30,female,Высшее,Other вуз,False,средний,до 1000 человек,Продуктовая,Gambling
9198,Lviv,950,350,QA Engineer,2.0,2.0,,Manual QA,29,female,Высшее,ЛНУ им. Франко,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Cloud Computing
9199,Odessa,950,350,HR,4.0,4.0,,,27,female,Высшее,Other вуз,False,средний,до 200 человек,Аутсорсинговая,"Mobile, Uberfication, Інша"
9200,Kyiv,950,0,HR,4.0,2.0,,,26,female,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутстаффинговая,Інша
9201,Kharkiv,950,0,HR,3.0,4.0,,,27,female,Высшее,НТУ «ХПИ»,False,средний,до 200 человек,Продуктовая,"Telecom, Інша"
9202,Kyiv,950,950,Support,6.0,1.0,,,29,male,Высшее,Other вуз,False,продвинутый,до 200 человек,Продуктовая,"ERP, Hardware, Media"
9203,Kyiv,950,-100,Junior QA engineer,2.0,1.0,,Manual QA,26,female,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Продуктовая,Інша
9204,Kyiv,950,0,Junior Software Engineer,0.5,0.5,C++,,20,female,Еще студент,КНУ им. Шевченко,True,средний,до 1000 человек,Продуктовая,Інша
9205,Kyiv,950,0,Junior QA engineer,0.0,0.0,,Manual QA,25,male,Незаконченное высшее,НАУ,False,средний,свыше 1000 человек,Аутсорсинговая,E-commerce
9206,Kyiv,950,300,Junior QA engineer,2.0,0.5,,Manual QA,27,male,Высшее,Other вуз,False,выше среднего,до 200 человек,Продуктовая,GameDev
9207,Kyiv,950,0,DBA,2.0,0.5,,,28,male,Высшее,Other вуз,False,средний,до 10 человек,Продуктовая,Logistics
9208,Dnipro,950,400,Software Engineer,1.0,1.0,Ruby/Rails,,20,female,Еще студент,ДНУ им. Гончара,True,средний,до 1000 человек,Аутсорсинговая,E-commerce
9209,Kyiv,950,200,HR,3.0,2.0,,,23,female,Высшее,КНЭУ,False,выше среднего,до 50 человек,Аутсорсинговая,Інша
9210,Kyiv,950,450,SysAdmin,1.0,1.0,,,23,male,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Продуктовая,Media
